rank,venue,address,borough,type,website,status,date_contacted,booking_contact,notes
33,Berlin,25 Avenue A,Manhattan (East Village),FIT,https://berlin.nyc,CONTACTED,2026-07-15,berlinundera@gmail.com,"Berlin Under A. Downstairs at 2A Bar. Live music venue, state-of-the-art sound, full backline. Perfect for cosmic blues. Use: berlinundera@gmail.com"
34,Bowery Palace,[NEED ADDRESS],Manhattan,FIT,https://www.bowerypalace.com,CONTACTED,2026-07-15,booking@bowerypalace.com,"Formerly Bowery Electric. Alt: booking@theboweryelectric.com. Website minimal. Need: address, phone."
35,Hard Rock Cafe NYC,1501 Broadway,Manhattan (Times Square),FIT,https://www.hardrock.com/cafes/new-york/,CONTACTED,2026-07-15,newyork.rocks@hardrock.com,"Times Square location with live music stage. Contact: newyork.rocks@hardrock.com OR New_York_Social@hardrock.com"
36,Fat Black Pussycat,130 W 3rd St,Manhattan (Greenwich Village),FIT,https://www.fatblackpussycat.com,CONTACTED,2026-07-15,info@fatblackpussycat.com,Historic Village bar with live blues/jazz. Small stage. Contact via email or walk-in.
37,Connolly's,121 W 45th St,Manhattan (Times Square),FIT,https://www.connollysnyc.com,CONTACTED,2026-07-15,manager@connollyscorner.com,Irish pub with live music nightly. Multiple rooms. Contact: manager@connollyscorner.com for bookings.
38,Irish Exit,978 2nd Ave,Manhattan (Midtown East),FIT,,CONTACTED,2026-07-15,hello@irishexit.com,"Midtown Irish pub with live music. Contact: hello@irishexit.com OR victoria@irishexitnyc.com for private events."
39,Plug Uglies,257 3rd Ave,Manhattan (Gramercy),FIT,https://www.plugugliesnyc.com,CONTACTED,2026-07-15,info@plugugliesnyc.com,Gramercy pub with live music. Contact for acoustic/blues sets.
40,The Craic,60 W 39th St,Manhattan (Midtown),FIT,https://www.thecraicnyc.com,CONTACTED,2026-07-15,info@thecraicnyc.com,Midtown Irish pub with live music. Call or email for booking info.
41,12th Street Ale House,192 3rd Ave,Manhattan (Gramercy),CLOSED,,,,,"PERMANENTLY CLOSED - Do not contact."
42,Gaffers Pub,154 E 55th St,Manhattan (Midtown),FIT,,CONTACTED,2026-07-15,info@gafferspub.com,Midtown pub with live music. Email for booking.
43,The Long Room,58 W 39th St,Manhattan (Midtown),FIT,https://www.thelongroomnyc.com,CONTACTED,2026-07-15,info@thelongroomnyc.com,Midtown Irish pub with live music. Contact via email.
44,Brady's Bar,158 E 33rd St,Manhattan (Midtown),FIT,,CONTACTED,2026-07-15,bradysbar-82@live.com,"Neighborhood Irish pub with live music. Contact: bradysbar-82@live.com OR via their contact form."
45,The Whiskey Ward,121 Essex St,Manhattan (Lower East Side),FIT,,CONTACTED,2026-07-15,info@thewhiskeyward.com,Lower East Side whiskey bar with live music. Contact for blues/rock slots.
46,Fontana's,122 Eldridge St,Manhattan (Lower East Side),FIT,,CONTACTED,2026-07-15,info@fontanasnyc.com,Historic LES venue with live music. Email for booking info.
47,National Underground,159 E Houston St,Manhattan (Lower East Side),FIT,https://www.nationalunderground.com,CONTACTED,2026-07-15,info@nationalunderground.com,Live music venue and bar. Americana/blues focus. Contact via email.
48,The Back Room,102 Norfolk St,Manhattan (Lower East Side),FIT,https://www.thebackroomnyc.com,CONTACTED,2026-07-15,info@thebackroomnyc.com,Speakeasy-style bar with live music. Inquire about jazz/blues nights.
49,Le Poisson Rouge,158 Bleecker St,Manhattan (Greenwich Village),FIT,https://www.lepoissonrouge.com,CONTACTED,2026-07-15,info@lepoissonrouge.com,Multi-genre music venue. Hard booking but worth trying. Use info@ for inquiries.
50,Joe's Pub,425 Lafayette St,Manhattan (East Village),FIT,https://www.joespub.com,CONTACTED,2026-07-15,info@joespub.com,Intimate venue at The Public Theater. Professional booking.
