rank,venue,address,borough,type,website,status,date_contacted,booking_contact,notes
33,Berlin,25 Avenue A,Manhattan (East Village),FIT,https://berlin.nyc,CONTACTED,2026-07-15,berlinundera@gmail.com,"Berlin Under A. Downstairs at 2A Bar. Live music venue, state-of-the-art sound, full backline. Perfect for cosmic blues. Use: berlinundera@gmail.com"
34,Bowery Palace,[NEED ADDRESS],Manhattan,FIT,https://www.bowerypalace.com,CONTACTED,2026-07-15,booking@bowerypalace.com,"Formerly Bowery Electric. Alt: booking@theboweryelectric.com. Website minimal. Need: address, phone."
35,Hard Rock Cafe NYC,1501 Broadway,Manhattan (Times Square),FIT,https://www.hardrock.com/cafes/new-york/,CONTACTED,2026-07-15,newyork.rocks@hardrock.com,"Times Square location with live music stage. Contact: newyork.rocks@hardrock.com OR New_York_Social@hardrock.com"
36,Fat Black Pussycat,130 W 3rd St,Manhattan (Greenwich Village),FIT,https://www.fatblackpussycat.com,CONTACTED,2026-07-15,info@fatblackpussycat.com,Historic Village bar with live blues/jazz. Small stage. Contact via email or walk-in.
37,Connolly's,121 W 45th St,Manhattan (Times Square),FIT,https://www.connollysnyc.com,CONTACTED,2026-07-15,manager@connollyscorner.com,Irish pub with live music nightly. Multiple rooms. Contact: manager@connollyscorner.com for bookings.
38,Irish Exit,978 2nd Ave,Manhattan (Midtown East),FIT,,CONTACTED,2026-07-15,hello@irishexit.com,"Midtown Irish pub with live music. Contact: hello@irishexit.com OR victoria@irishexitnyc.com for private events."
39,Plug Uglies,257 3rd Ave,Manhattan (Gramercy),FIT,https://www.plugugliesnyc.com,CONTACTED,2026-07-15,info@plugugliesnyc.com,Gramercy pub with live music. Contact for acoustic/blues sets.
40,The Craic,60 W 39th St,Manhattan (Midtown),FIT,https://www.thecraicnyc.com,CONTACTED,2026-07-15,info@thecraicnyc.com,Midtown Irish pub with live music. Call or email for booking info.
41,12th Street Ale House,192 3rd Ave,Manhattan (Gramercy),CLOSED,,,,,"PERMANENTLY CLOSED - Do not contact."
42,Gaffers Pub,154 E 55th St,Manhattan (Midtown),FIT,,CONTACTED,2026-07-15,info@gafferspub.com,Midtown pub with live music. Email for booking.
43,The Long Room,58 W 39th St,Manhattan (Midtown),FIT,https://www.thelongroomnyc.com,CONTACTED,2026-07-15,info@thelongroomnyc.com,Midtown Irish pub with live music. Contact via email.
44,Brady's Bar,158 E 33rd St,Manhattan (Midtown),FIT,,CONTACTED,2026-07-15,bradysbar-82@live.com,"Neighborhood Irish pub with live music. Contact: bradysbar-82@live.com OR via their contact form."
45,The Whiskey Ward,121 Essex St,Manhattan (Lower East Side),FIT,,CONTACTED,2026-07-15,info@thewhiskeyward.com,Lower East Side whiskey bar with live music. Contact for blues/rock slots.
46,Fontana's,122 Eldridge St,Manhattan (Lower East Side),FIT,,CONTACTED,2026-07-15,info@fontanasnyc.com,Historic LES venue with live music. Email for booking info.
47,National Underground,159 E Houston St,Manhattan (Lower East Side),FIT,https://www.nationalunderground.com,CONTACTED,2026-07-15,info@nationalunderground.com,Live music venue and bar. Americana/blues focus. Contact via email.
48,The Back Room,102 Norfolk St,Manhattan (Lower East Side),FIT,https://www.thebackroomnyc.com,CONTACTED,2026-07-15,info@thebackroomnyc.com,Speakeasy-style bar with live music. Inquire about jazz/blues nights.
49,Le Poisson Rouge,158 Bleecker St,Manhattan (Greenwich Village),FIT,https://www.lepoissonrouge.com,CONTACTED,2026-07-15,info@lepoissonrouge.com,Multi-genre music venue. Hard booking but worth trying. Use info@ for inquiries.
50,Joe's Pub,425 Lafayette St,Manhattan (East Village),FIT,https://www.joespub.com,CONTACTED,2026-07-15,info@joespub.com,Intimate venue at The Public Theater. Professional booking.
51,Buddy Guy's Legends,700 S Wabash Ave,Chicago (Loop),FIT,https://www.buddyguy.com,,,info@buddyguy.com,Legendary Chicago blues club owned by Buddy Guy. World-class venue.
52,Kingston Mines,2548 N Halsted St,Chicago (Lincoln Park),FIT,https://www.kingstonmines.com,,,booking@kingstonmines.com,Chicago's premier blues nightclub. Two stages. Open late.
53,Rosa's Lounge,3420 W Armitage Ave,Chicago (Logan Square),FIT,https://www.rosaslounge.com,,,info@rosaslounge.com,Family-owned neighborhood blues club. Intimate setting.
54,House of Blues Chicago,329 N Dearborn St,Chicago (River North),FIT,https://www.houseofblues.com/chicago,,,booking@houseofblues.com,Major venue chain. Gospel brunch and concerts.
55,Blue Chicago,536 N Clark St,Chicago (River North),FIT,https://www.bluechicago.com,,,info@bluechicago.com,Urban blues venue. Live music 5 nights a week.
56,Lee's Unleaded Blues,7401 S South Chicago Ave,Chicago (South Shore),FIT,https://www.leesunleadedblues.com,,,leesunleadedblues@gmail.com,Southside Chicago blues club. Authentic neighborhood spot.
57,The Green Mill,4802 N Broadway,Chicago (Uptown),FIT,https://www.greenmilljazz.com,,,booking@greenmilljazz.com,Historic jazz club. Al Capone's old haunt. Jazz/blues focus.
58,Andy J's Pizza,959 W Webster Ave,Chicago (Lincoln Park),FIT,,,,andyjs@andyjspizza.com,Neighborhood spot with live blues.
59,B.L.U.E.S.,2519 N Halsted St,Chicago (Lincoln Park),FIT,https://www.chicagobluesbar.com,,,info@chicagobluesbar.com,Intimate blues club. Great for solo/duo.
60,Velvet Lounge,67 E Cermak Rd,Chicago (South Loop),FIT,,,,velvetloungechicago@gmail.com,Jazz/blues venue. Underground vibe.
61,Antone's Nightclub,305 E 5th St,Austin (Downtown),FIT,https://www.antonesnightclub.com,,,booking@antonesnightclub.com,Austin's home of the blues. Historic venue. TX blues focus.
62,The Continental Club,1315 S Congress Ave,Austin (South Congress),FIT,https://www.continentalclub.com,,,booking@continentalclub.com,Legendary Austin rock/blues venue.
63,Broken Spoke,3201 S Lamar Blvd,Austin (South Austin),FIT,https://www.brokenspokeaustin.com,,,info@brokenspokeaustin.com,Texas honky-tonk. Country/blues/roots.
64,Cactus Cafe,2300 Speedway,Austin (UT Campus),FIT,https://www.cactuscafe.org,,,cactuscafe@austin.utexas.edu,Intimate listening room at UT. Americana/blues.
65,The Saxon Pub,1320 S Lamar Blvd,Austin (South Austin),FIT,https://www.thesaxonpub.com,,,booking@thesaxonpub.com,Singer-songwriter venue. Americana/roots/blues.
66,White Horse,500 Comal St,Austin (East Austin),FIT,https://www.thewhitehorseaustin.com,,,booking@thewhitehorseaustin.com,Honky-tonk with live music. Country/blues focus.
67,Donn's Depot,1600 W 5th St,Austin (Clarksville),FIT,https://www.donnsdepot.com,,,donnsdepot@yahoo.com,Train depot converted to venue. Blues/country.
68,Skylark Lounge,2039 Airport Blvd,Austin (East Austin),FIT,https://www.skylarkloungeaustin.com,,,booking@skylarkloungeaustin.com,East Austin blues bar. Local talent.
69,Strange Brew Lounge Side,5326 Manchaca Rd,Austin (South Austin),FIT,https://www.strangebrewloungeside.com,,,booking@strangebrewloungeside.com,Coffee shop/venue. Acoustic/electric blues.
70,Evangeline Cafe,8106 Brodie Ln,Austin (South Austin),FIT,https://www.evangelinecafe.com,,,booking@evangelinecafe.com,Cajun/Creole cafe with live music. Zydeco/blues.
71,The Fillmore,1805 Geary Blvd,San Francisco (Western Addition),FIT,https://www.thefillmore.com,,,booking@thefillmore.com,Historic rock venue. Major acts.
72,Slim's,333 11th St,San Francisco (SoMa),FIT,https://www.slimspresents.com,,,booking@slimspresents.com,Rock/blues club. Bay Area institution.
73,The Saloon,1232 Grant Ave,San Francisco (North Beach),FIT,https://www.thesaloon.com,,,info@thesaloon.com,San Francisco's oldest blues bar. Historic venue.
74,Biscuits & Blues,401 Mason St,San Francisco (Union Square),FIT,https://www.biscuitsandblues.com,,,booking@biscuitsandblues.com,Restaurant/blues club. Southern cuisine.
75,Bottom of the Hill,1233 17th St,San Francisco (Potrero Hill),FIT,https://www.bottomofthehill.com,,,booking@bottomofthehill.com,Indie/rock venue. Also books roots/blues.
76,Brick & Mortar Music Hall,1710 Mission St,San Francisco (Mission),FIT,https://www.brickandmortarmusic.com,,,booking@brickandmortarmusic.com,Multi-genre venue. Intimate room.
77,Ivy Room,860 San Pablo Ave,Albany (Bay Area),FIT,https://www.ivyroom.com,,,booking@ivyroom.com,East Bay music venue. Americana/blues/roots.
78,Freight & Salvage,2020 Addison St,Berkeley (Bay Area),FIT,https://www.freightandsalvage.org,,,booking@freightandsalvage.org,Legendary folk/roots venue. Listening room.
79,The Starry Plough,3101 Shattuck Ave,Berkeley (Bay Area),FIT,https://www.thestarryplough.com,,,booking@thestarryplough.com,Irish pub with live music. Celtic/roots/blues.
80,Eli's Mile High Club,3629 Martin Luther King Jr Way,Oakland (Bay Area),FIT,https://www.elismilehighclub.com,,,booking@elismilehighclub.com,East Bay institution. Blues/rock/soul.
81,The Troubadour,9081 Santa Monica Blvd,Los Angeles (West Hollywood),FIT,https://www.troubadour.com,,,booking@troubadour.com,Legendary LA venue. Singer-songwriter heritage.
82,The Echo,1822 Sunset Blvd,Los Angeles (Echo Park),FIT,https://www.theecho.com,,,booking@theecho.com,Indie/rock venue. Also books roots acts.
83,El Cid,4212 Sunset Blvd,Los Angeles (Silver Lake),FIT,https://www.elcidla.com,,,info@elcidla.com,Historic Spanish dinner theater. Live music.
84,The Satellite,1717 Silver Lake Blvd,Los Angeles (Silver Lake),FIT,https://www.thesatellitela.com,,,booking@thesatellitela.com,Indie venue. Eclectic bookings.
85,Harvelle's,1432 4th St,Santa Monica (LA Area),FIT,https://www.harvelles.com,,,booking@harvelles.com,Blues/jazz club since 1931. Historic spot.
86,The Mint,6010 W Pico Blvd,Los Angeles (Mid-City),FIT,https://www.themintla.com,,,booking@themintla.com,Live music venue. Blues/rock/jam bands.
87,Genghis Cohen,740 N Fairfax Ave,Los Angeles (Fairfax),FIT,https://www.genghiscohen.com,,,booking@genghiscohen.com,Chinese restaurant/live music. Eclectic.
88,Zebulon,2478 Fletcher Dr,Los Angeles (Atwater Village),FIT,https://www.zebulon.la,,,booking@zebulon.la,Intimate music venue. Experimental/roots.
89,The Piano Bar,6421 Selma Ave,Los Angeles (Hollywood),FIT,https://www.thepianobarhollywood.com,,,booking@thepianobarhollywood.com,Cocktail bar with live music. Jazz/blues/piano.
90,Bar Lubitsch,7702 Santa Monica Blvd,Los Angeles (West Hollywood),FIT,https://www.barlubitsch.com,,,info@barlubitsch.com,Russian-themed bar. Occasional live music.
91,Continental Club,3700 Main St,Houston (Midtown),FIT,https://www.continentalclub.com/houston,,,booking@continentalclub.com,Austin's legendary club - Houston location.
92,The Bronze Peacock,1201 San Jacinto St,Houston (Downtown),FIT,https://www.houseofblues.com/houston,,,booking@houseofblues.com,House of Blues intimate room. Blues focus.
93,Fitzgerald's,2706 White Oak Dr,Houston (Heights),FIT,https://www.fitzlivemusic.com,,,booking@fitzlivemusic.com,Historic Houston venue. Blues/rock/roots.
94,The White Oak Music Hall,2915 N Main St,Houston (Near Northside),FIT,https://www.whiteoakmusichall.com,,,booking@whiteoakmusichall.com,Multi-room venue. National and local acts.
95,Blues Ancestral Hall,5701 Hillcroft Ave,Houston (Southwest),FIT,,,,info@bluesancestralhall.com,Blues heritage venue. Community focused.
96,McGonigel's Mucky Duck,2425 Norfolk St,Houston (Montrose),FIT,https://www.muckyduck.com,,,booking@muckyduck.com,Listening room. Americana/roots/blues.
97,Dosey Doe,25911 I-45 N,The Woodlands (Houston Area),FIT,https://www.doseydoe.com,,,booking@doseydoe.com,Texas music venue. Big Barn setting.
98,Anderson Fair,2007 Grant Ave,Houston (Montrose),FIT,https://www.andersonfair.com,,,booking@andersonfair.com,Historic listening room. Songwriter venue.
99,The Flat,1701 Commonwealth St,Houston (Montrose),FIT,,,,theflathouston@gmail.com,Dive bar with live music. Blues/rock.
100,Shady Acres Saloon,112 W 19th St,Houston (Heights),FIT,https://www.shadyacressaloon.com,,,info@shadyacressaloon.com,Country/blues venue. Local talent.
